,Country Name,Country Code,Year,Balance,Inflation,GDP,Exports,Trade
1010,France,FRA,2006,516444480.2,2.1611980980000003,2.3749469,496000000000.0,44.63577801
1011,Israel,ISR,1998,-987700000.0,6.916739474,4.166588056,22993000000.0,45.12445871
1012,Thailand,THA,1987,-366478856.3,4.723213513,9.518946022,11654000000.0,48.83107901
1013,Vietnam,VNM,1997,-1528000000.0,6.597404782000001,8.152084143,9185000000.0,77.39991007
1014,Saudi Arabia,SAU,2010,66750991975.0,17.19129187,5.039493675,251000000000.0,67.77756873
1015,"Bahamas, The",BHS,2003,-473510000.0,1.154613348,-1.264744629,425000000.0,31.47071863
1016,Netherlands,NLD,1970,193093922.5,13.15405602,5.694795536,13355000000.0,77.08315657
1017,Haiti,HTI,1975,-24540000.0,,,79760000.0,
1019,Peru,PER,1998,-3335969500.0,5.371090357000001,-0.391537556,5757000000.0,25.18311773
1021,Canada,CAN,1975,-8196396521.0,10.69515381,1.822973129,34074200000.0,40.37224477
1022,El Salvador,SLV,1991,-167463617.5,6.805293006,3.5764127560000003,588000000.0,37.54471851
1023,Slovenia,SVN,2004,-892500000.0,3.3160851680000003,4.351795538999999,16361365043.0,98.98365996
1024,Mauritius,MUS,1993,-92021628.48,9.220218113,5.082062936,1299000000.0,92.35855782
1025,Tonga,TON,1978,-2662862.652,,,5454420.0,74.61560387
1026,Ethiopia,ETH,2005,-1567750098.0,9.875511922000001,11.81876594,903000000.0,40.30093379
1028,Sri Lanka,LKA,2004,-647570000.0,8.801492462,5.445061278,5756900000.0,66.44773267
1029,Fiji,FJI,2001,-67603151.28,3.361065808,1.9999994680000002,537000000.0,85.71760673
1030,Thailand,THA,1991,-7571451944.0,5.7465237810000005,8.558260321,28428000000.0,67.18298409
1032,"Gambia, The",GMB,2010,17499603.55,4.29980473,6.5262974520000006,68291000.0,37.12097405
1033,Comoros,COM,2003,-18398696.02,5.1116132169999995,2.1041019530000002,26700000.0,30.4507208
1035,Uruguay,URY,1996,-233400000.0,26.43173779,5.577957757999999,2397000000.0,27.88140443
1036,Morocco,MAR,1994,-722938828.4,0.655340244,10.5880004,5556000000.0,38.83818287
1038,Albania,ALB,2002,-407520000.0,2.410589719,4.231371018,339550000.0,41.561157
1039,Bangladesh,BGD,1987,-237116009.3,11.11963117,3.7724018530000003,1067000000.0,15.56504642
1040,Guatemala,GTM,2015,-96400049.38,3.2309275160000004,4.140044358,10677400000.0,44.40703625
1041,Italy,ITA,1996,39973598785.0,4.553871214,1.286369404,252000000000.0,35.18570346
1042,Kazakhstan,KAZ,2016,-8925665520.0,13.63843362,1.1,36736900000.0,45.24647443
1044,Romania,ROU,1977,-304000000.0,,,7020950000.0,
1045,"Venezuela, RB",VEN,2005,25447000000.0,29.60405935,10.317913800000001,55716000000.0,54.80262219
1047,Norway,NOR,2003,27697714178.0,2.8631235160000004,0.919841888,68321000000.0,47.37698174
1048,Nicaragua,NIC,1988,-715400000.0,13611.63482,-12.44982204,233000000.0,
1049,Botswana,BWA,1991,302934867.0,5.177710042,7.458709112,1849000000.0,96.27693253
1050,St. Kitts and Nevis,KNA,2002,-124597773.3,2.143053861,2.582169298,39000000.0,49.67707888
1051,Guatemala,GTM,2012,-1309617984.0,3.32220273,2.970025412,9978700000.0,53.53031776
1052,United States,USA,1991,2851000000.0,3.328513079,-0.074084531,422000000000.0,15.06456952
1053,Argentina,ARG,2012,-2138040360.0,22.31488067,-1.0264204540000001,79982400000.0,27.09915312
1054,China,CHN,2004,68940960689.0,6.954321801,10.11122346,593000000000.0,59.04604129
1055,Guatemala,GTM,1997,-633500000.0,8.257339532,4.364089932,2344000000.0,34.82274651
1056,Vietnam,VNM,2008,-10823000000.0,22.67331618,5.661771207999999,62685000000.0,144.6566207
1057,Maldives,MDV,2007,-268951457.1,10.11806827,7.713867294,228000000.0,70.87891905
1058,Bangladesh,BGD,2007,856792635.0,6.4712234560000015,7.058636206,12453200000.0,39.00070793
1059,"Gambia, The",GMB,2005,-43391563.85,3.593680993,-0.941675912,7463000.0,42.78321275
1064,Albania,ALB,1984,-28100000.0,-0.028354047,-1.251596645,,
1066,St. Kitts and Nevis,KNA,2009,-180115761.9,0.9185999659999999,-3.020041565,37674000.0,46.10395457
1067,Azerbaijan,AZE,1995,-400650000.0,545.6953103999998,-11.8000009,635000000.0,42.68677686
1068,Morocco,MAR,1983,-885744515.1,6.970198035,1.386569577,2006000000.0,34.44613446
1069,Ghana,GHA,2005,-1104609521.0,14.96371826,5.900003953,2802207028.0,75.93919937
1070,Syrian Arab Republic,SYR,1991,698800000.0,7.61051704,7.901270697999999,3429000000.0,47.72823561
1072,Slovenia,SVN,1998,-118200000.0,7.3928500160000015,3.285631522,9048000000.0,86.58812664
1074,Kenya,KEN,1987,-502051364.9,5.401952082,5.9371074460000015,961000000.0,34.07428369
1075,Bolivia,BOL,1991,-262600000.0,17.68944291,5.266522121,849000000.0,34.04279649
1076,Indonesia,IDN,2004,1563009904.0,8.550727032000001,5.030873945,70766610000.0,45.94556628
1078,Madagascar,MDG,1993,-258185034.1,12.08151915,2.096559819,335000000.0,25.18658385
1079,Brazil,BRA,1983,-6834000000.0,140.1956279,-3.4097934739999998,21899000000.0,19.03548473
1081,Mongolia,MNG,2004,63004360.64,16.69147301,10.62540596,869700000.0,94.91649539
1082,Morocco,MAR,2013,-7844020645.0,1.307292036,4.5354242,21971560000.0,62.87020494
1083,Nepal,NPL,1979,-11375000.0,9.978363427,2.368877794,108792000.0,19.62052658
1084,Madagascar,MDG,1976,-28123087.33,9.927094452999999,-3.068858391,275053000.0,25.67974384
1085,Solomon Islands,SLB,1980,-12171208.11,,,74000000.0,96.61242857
1086,India,IND,1980,-1785125731.0,11.50832081,6.735821527000001,8586000000.0,12.75566648
1087,Uganda,UGA,2006,-306424663.7,2.405620218,10.78474439,962193000.0,35.39819349
1089,Israel,ISR,1981,-1361200000.0,124.6213608,5.339926942,5670000000.0,62.20495727
1091,Spain,ESP,2004,-59776508683.0,3.921275695,3.1667465010000004,183000000000.0,41.22775534
1093,Tunisia,TUN,2014,-4340583445.0,4.561493051999999,2.823159581,16755613000.0,87.38197288
1096,Comoros,COM,2012,-41140989.64,2.279940255,2.999999972,19507000.0,51.30574078
1097,Pakistan,PAK,2016,-6895000000.0,0.545966053,5.471628807,20435000000.0,24.23333084
1099,Zimbabwe,ZWE,1992,-602990568.4,-14.12965858,-9.015569821,1445000000.0,54.03265972
1100,Jamaica,JAM,2005,-1071321664.0,11.46874387,0.8937979359999999,1531500000.0,55.968486
1101,Chile,CHL,1992,-956900000.0,13.46437703,11.16670773,10007000000.0,43.92536794
1103,Denmark,DNK,1977,-1722370638.0,8.87586145,1.87028859,10065100000.0,46.86258232
1104,Zambia,ZMB,2012,1371805759.0,6.990635207,7.597616969,9364653000.0,71.24472374
1105,Antigua and Barbuda,ATG,1995,-518518.5185,2.4031385640000003,-4.35949399,53000000.0,69.11715078
1106,Costa Rica,CRI,1990,-424000000.0,17.11317439,3.904917795,1448000000.0,46.43776349
1107,Lesotho,LSO,1995,-164901566.7,12.816518400000001,3.290938577,160000000.0,126.46100679999999
1108,Indonesia,IDN,2003,8106793838.0,5.4874291379999995,4.780369122,64108000000.0,42.52697052
1109,Aruba,ABW,2008,111731.8436,14.27570645,-6.881302064,5456201117.0,410.7243262
1110,Italy,ITA,2011,-68225105642.0,1.4683908730000002,0.576623022,523000000000.0,47.53543568
1111,Pakistan,PAK,1990,-1661409655.0,6.45199797,4.458586815,5615000000.0,32.55651502
1112,Jordan,JOR,1974,3415176.849,,,154950000.0,53.69123899
1113,South Africa,ZAF,1999,-675246561.7,7.071954852,2.358107754,26707000000.0,39.08528972
1114,"Venezuela, RB",VEN,1989,2161000000.0,88.68388774,-8.569882012999999,13310000000.0,50.12602645
1115,Nicaragua,NIC,1986,-690500000.0,281.4601959,-1.017309161,247000000.0,
1116,Moldova,MDA,1994,-82026000.0,,,565000000.0,
1117,Bulgaria,BGR,2006,-5863231595.0,6.741994277000001,6.753133915,15064200000.0,111.7458582
1119,"Venezuela, RB",VEN,1999,2112000000.0,26.19271006,-5.970458146,20963000000.0,35.7502686
1120,Norway,NOR,1998,6108453.835,-0.6902613559999999,2.624396894,40402000000.0,50.51723086
1121,"Congo, Rep.",COG,1978,-180602444.6,-0.8283430820000001,6.35974701,308239000.0,64.5808182
1122,Mauritius,MUS,1990,-119285765.5,10.12099643,7.1867367710000005,1194000000.0,105.97404159999999
1124,Greece,GRC,1991,-1573700000.0,19.78774307,3.099999982,8666000000.0,28.76647342
1125,Guinea,GIN,1994,-247980000.0,1.428001639,3.970099106,515700000.0,36.11058072
1126,Morocco,MAR,2004,969563446.4,1.219221107,4.797018362,9925048000.0,46.53570694
1127,Hungary,HUN,2007,-9950101329.0,5.4091392460000005,0.434761639,95399820911.0,136.54915880000001
1128,Belarus,BLR,1995,-458300000.0,661.4930041,-10.4,4803000000.0,74.19504706
1129,Maldives,MDV,1991,-8984014.927000001,,,76200000.0,97.02689759999998
1131,Canada,CAN,1977,-7002598692.0,6.796543933,3.4582306010000003,43544800000.0,40.46445216
1132,Papua New Guinea,PNG,2013,-3450107150.0,3.585594519,3.824815613,5951001000.0,56.58637024
1133,Papua New Guinea,PNG,1981,-484330220.1,-1.303602361,-0.274829571,838000000.0,84.02492267
1134,Kazakhstan,KAZ,2011,10198631340.0,20.54295827,7.4,84335900000.0,62.94133724
1135,Togo,TGO,1993,-82436740.2,-8.196773512,-15.09582748,136000000.0,25.53715487
1136,Russian Federation,RUS,2014,57512800000.0,7.500055914,0.7386007729999999,497000000000.0,38.99300082
1137,Vanuatu,VUT,2006,-30132346.11,3.87271716,8.465159865,48777637.08,60.55197186
1138,United States,USA,1987,-161000000000.0,2.551295486,3.461747692,254000000000.0,13.93293153
1139,Nicaragua,NIC,1982,-513900000.0,16.74571589,-0.8163619190000001,406000000.0,
1140,Tunisia,TUN,2004,-441762124.0,3.35158033,6.235793869,9684810000.0,72.16242657
1141,Brazil,BRA,2013,-74838943266.0,7.504519978999999,3.0048653589999996,242000000000.0,19.92025322
1142,Czech Republic,CZE,1998,-1308286939.0,9.942323845,-0.32871551600000004,25855000000.0,81.50804137
1144,Papua New Guinea,PNG,1990,-75672234.0,4.138231585,-3.01216922,1177000000.0,73.60864828
1145,Sweden,SWE,1982,-3285067819.0,8.084605407,1.248664676,26808000000.0,48.23449469
1146,Finland,FIN,2004,12542361460.0,0.607742706,3.926057175,61520303783.0,57.40930766
1147,Guinea,GIN,1988,-221520000.0,21.65363914,6.308116697000001,511000000.0,46.80627366
1148,Uruguay,URY,1980,-709100000.0,54.76270098,5.843400901,1059000000.0,26.95065019
1150,Thailand,THA,1996,-14691474457.0,4.097863615,5.6523739420000005,55721000000.0,69.96087753
1151,Grenada,GRD,2010,-203902454.1,0.479720705,-0.511266454,24972000.0,44.48442697
1152,Lao PDR,LAO,2001,-67328448.59,8.868073802,5.751412882,319510000.0,46.91683017
1153,Turkey,TUR,2010,-44616000000.0,7.012657721,8.487372187,114000000000.0,38.79214331
1154,Belize,BLZ,1992,-28600000.0,4.012641676,12.0357579,141000000.0,80.07886707
1155,St. Vincent and the Grenadines,VCT,1978,2700000.0,12.30442402,9.777057017999999,16293700.0,86.25045882
1156,"Gambia, The",GMB,1984,6608376.265,9.001606348,3.535257305,49000000.0,84.01996539
1157,Dominica,DMA,2007,-86949475.19,1.525168937,6.321005692999999,36833000.0,55.19229424
1158,Italy,ITA,2005,-17023040909.0,1.8882334490000001,0.9496662579999999,373000000000.0,40.91005091
1159,Mali,MLI,2005,-437713638.5,7.501726395,6.534762657000001,1100920000.0,42.34596606
1160,Papua New Guinea,PNG,1998,47273186.38,14.54385417,-3.769113351,1772000000.0,79.4842882
1161,St. Lucia,LCA,1986,-6681481.4810000025,4.2661671210000005,15.15450328,87000000.0,83.53766009
1163,Ghana,GHA,2003,101686603.5,28.70440739,5.199999984,2324296000.0,72.51259431
1164,Spain,ESP,1988,-3795489190.0,5.936126203,5.094324219,40341000000.0,26.65254046
1166,Peru,PER,1995,-4624539942.0,13.57879788,7.411395047,5575000000.0,24.68263073
1168,Oman,OMN,2014,4206338046.0,0.11061489699999999,2.541561655,50718324000.0,98.74994926
1169,Dominican Republic,DOM,1979,-331300000.0,10.17989818,4.531399217,868600000.0,37.85171241
1170,Sao Tome and Principe,STP,1978,5670068.711,,,21000000.0,
1171,Paraguay,PRY,1982,-374800000.0,6.2772057089999995,-1.397617717,330000000.0,19.77325873
1172,South Africa,ZAF,1984,-1951775969.0,11.47755752,5.09911491,17163000000.0,37.68527939
1173,Cyprus,CYP,1993,109769668.0,4.803133192,0.700000292,867000000.0,51.59104469
1174,Guyana,GUY,2016,127852599.4,5.987972957,3.355971339,1440600000.0,82.43782536
1175,Malta,MLT,1994,-131535397.7,3.561744069,5.651104737000001,1570000000.0,133.9638496
1176,Germany,DEU,1971,106579704.6,7.621336455,3.132699754,38844600000.0,29.367984999999997
1177,Botswana,BWA,1997,721431864.9,5.281537746000001,8.026549026,2842000000.0,101.5892797
1178,Ecuador,ECU,1993,-848890000.0,2.64177089,1.973218079,2904000000.0,28.85623084
1180,Kenya,KEN,2003,132419234.8,6.197313239,2.932475546,2411220000.0,41.17221465
1181,Namibia,NAM,2009,-305992393.3,6.962891214,0.295971028,3146314000.0,91.55181417
1182,Lao PDR,LAO,1995,-236700000.0,19.68536442,7.031254327999999,311000000.0,51.03382322
1183,"Korea, Rep.",KOR,1982,-5542100000.0,6.475504732999999,8.265021265,21853000000.0,59.27988434
1184,Denmark,DNK,2001,4848072420.0,2.5183633690000002,0.8231493000000001,51704859052.0,58.87845668
1185,Malta,MLT,1986,6870360.124,3.5177058989999996,3.885190007,497000000.0,96.44067029
1187,Dominican Republic,DOM,1998,-338400000.0,6.000131089,7.010597728,4989000000.0,59.44777527
1188,St. Vincent and the Grenadines,VCT,1983,-2600000.0,5.188190618999999,2.167874094,41000000.0,90.79358501
1189,Uruguay,URY,1990,185890000.0,106.8366765,0.297348378,1693000000.0,32.64923488
1190,Uruguay,URY,1987,-140730000.0,72.78399122,7.993137205,1189000000.0,31.63898029
1191,Honduras,HND,1974,-103950000.0,14.77894343,-1.2276417309999998,289130000.0,64.89753504
1192,Guyana,GUY,1984,-97227289.84,19.2817522,-5.028737864,210000000.0,96.65663881
1193,Dominican Republic,DOM,1974,-241000000.0,17.71017918,6.001902902,636830000.0,49.37209461
1194,Niger,NER,1994,-126148068.5,32.71033531,4.0045617039999994,225000000.0,35.37598799
1195,El Salvador,SLV,2016,-530643273.0,0.482255891,2.3664586819999998,5335370000.0,56.68434371
1196,Peru,PER,2007,1460344786.0,1.490675955,8.518387769,28093759983.0,47.43229205
1198,Maldives,MDV,1980,-22200000.0,,,8000000.0,87.13349969
1200,Lithuania,LTU,2012,-616549408.5,2.69851331,3.82695401,29611299520.0,143.7072596
1201,Gabon,GAB,2002,338032980.7,0.8558078140000001,-0.249033169,2409295425.0,66.74381243
1202,Singapore,SGP,2011,61044023337.0,1.23320003,6.2244172760000005,410000000000.0,281.30439069999994
1203,Ecuador,ECU,1998,-2098500000.0,-3.782679235,3.266529404,4203000000.0,34.94759493
1204,Dominica,DMA,1999,-35774074.07,2.895424759,0.683294802,54000000.0,72.8316503
1205,Djibouti,DJI,2006,-16565290.54,3.531565866,4.799864683,55171000.0,50.83904003
1206,Aruba,ABW,1997,-195810055.9,4.0739303860000025,6.66662183,1724748603.0,250.7184537
1208,Russian Federation,RUS,2008,104000000000.0,17.95962041,5.2479535319999995,472000000000.0,45.96860465
1210,Ethiopia,ETH,1983,-169903770.4,2.70287832,8.235005718,403000000.0,14.91615646
1211,Germany,DEU,1995,-32185501367.0,1.975525403,1.7376406309999999,523000000000.0,38.09713563
1212,Tonga,TON,1983,526194.7038,8.257059797,1.9824027130000001,5000000.0,70.64935834
1213,Zambia,ZMB,1988,-293200000.0,34.49030445,6.280749009,1179000000.0,54.23287805
1214,Lao PDR,LAO,1992,-48400000.0,5.993841477,5.559857768,133000000.0,35.73306601
1215,Lesotho,LSO,1991,-119075681.2,17.82722234,6.966607027,67000000.0,124.94157690000002
1216,Ethiopia,ETH,1995,39377829.19,12.70636909,6.1275114120000005,422000000.0,20.44628334
1217,Kiribati,KIR,1979,20828468.35,9.174434173,-11.58499423,24640000.0,
1218,Bulgaria,BGR,1980,954000000.0,,,10390000000.0,101.1127913
1221,Norway,NOR,2004,32999994939.0,5.835060635,3.959038032,82527000000.0,49.57718342
1222,Burundi,BDI,1997,6129686.085,32.39778923,-1.5899999969999998,86000000.0,21.27667736
1223,Botswana,BWA,1977,-26960911.46,4.93738331,12.01204009,186355000.0,104.49347320000001
1224,Australia,AUS,2005,-43342943310.0,3.7090237630000003,3.203548132,106000000000.0,33.35113037
1225,Samoa,WSM,1982,-6038104.669,,,13000000.0,51.97091374
1226,Haiti,HTI,1983,-111179988.5,,,166000000.0,
1227,Sao Tome and Principe,STP,2006,-57659698.13,15.11909375,9.115646547,7700000.0,58.42929737
1228,Jamaica,JAM,1977,-12700000.0,12.48649654,-2.597548698,768457000.0,50.10500373
1229,Ecuador,ECU,1979,-630300000.0,14.61446095,3.7340484010000004,2104200000.0,26.12949999
1233,Philippines,PHL,1998,1546000000.0,22.38172301,-0.57672219,29414000000.0,84.35467299
1234,St. Vincent and the Grenadines,VCT,1992,-24166666.67,2.535681098,6.377102859,78000000.0,75.55203957
1235,Denmark,DNK,1997,921262661.4,2.01386575,3.2608797939999996,49273000000.0,54.26778203
1237,Myanmar,MMR,1995,-258458643.4,19.60084363,6.948051437,859830000.0,
1238,Guyana,GUY,1979,-82901960.82,6.562940069,-1.835696261,292706000.0,115.0507126
1241,Honduras,HND,1987,-163970736.7,2.83032666,6.03139002,791000000.0,38.96447970000001
1242,Ethiopia,ETH,1994,125418697.8,2.9310817410000003,3.18996457,372000000.0,20.28016781
1243,Israel,ISR,1987,-1407300000.0,20.17887126,7.139711336,8454000000.0,55.68740214
1244,Italy,ITA,1984,-3205948960.0,10.76184515,3.225852384,74564000000.0,36.59719533
1245,Indonesia,IDN,1993,-2106000000.0,19.15257826,6.49640812,36823000000.0,38.72644038
1246,China,CHN,2014,236000000000.0,0.8283736629999999,7.297665959,2340000000000.0,41.03580711
1247,Pakistan,PAK,2010,-1354000000.0,10.85023582,1.6066919590000002,21409500000.0,33.37885854
1248,Denmark,DNK,2004,5940838083.0,2.095789505,2.6681934590000003,77079452392.0,57.77718894
1249,Solomon Islands,SLB,1978,3319375.423,,,37754400.0,72.24030824
1251,St. Vincent and the Grenadines,VCT,1989,-29662962.96,5.501398555,1.4050751430000001,75000000.0,94.06505390000001
1252,"Congo, Rep.",COG,2007,-2105084343.0,1.122452918,-1.58222275,5635000000.0,97.26388549
1253,Uruguay,URY,2007,-220452116.7,9.417473416,6.541510848,4517552000.0,43.33603951
1254,Finland,FIN,2006,8208476380.0,0.9124543820000001,4.055197444,77205879731.0,67.68847894
1256,Grenada,GRD,2005,-193262673.3,2.465270336,13.27306387,27645000.0,51.16546484
1257,Jordan,JOR,2000,27581390.01,-0.40766511899999996,4.245247419,1899000000.0,76.78101821
1260,Dominican Republic,DOM,1997,-163000000.0,8.661233222,8.004274432,4614000000.0,57.27811929
1261,Kazakhstan,KAZ,2014,6139845769.0,5.771239531,4.2,79459800000.0,54.53785317
1262,Guyana,GUY,1994,-124945000.0,19.70000534,8.523309353,456000000.0,177.8599708
1264,Mexico,MEX,2001,-17752510948.0,5.37321381,-0.60549239,159000000000.0,45.75476545
1265,Togo,TGO,1996,-153906022.8,5.38792781,8.836211629,441000000.0,75.40354766
1266,Colombia,COL,2004,-782003610.7,7.2830334070000005,5.333022067,16223500000.0,28.16078441
1267,Uruguay,URY,1993,-243790000.0,47.8519289,2.657546103,1645000000.0,26.46288321
1270,Paraguay,PRY,1979,-205900000.0,19.2457384,11.86214697,305160000.0,26.35334461
1271,Zimbabwe,ZWE,1986,16756953.97,8.025883095,2.0990291290000003,1302000000.0,39.14741813
1273,"Bahamas, The",BHS,1990,-36600000.0,5.073711046000001,-1.596249086,1050000000.0,88.06064435
1275,Estonia,EST,2016,447112192.8,1.592692393,2.063262785,13169121370.0,120.42482220000001
1276,Antigua and Barbuda,ATG,1985,-23100000.0,7.411260593,7.643790495,17000000.0,75.95758673
1277,United States,USA,2016,-452000000000.0,1.2758000390000002,1.4852791930000002,1450000000000.0,19.87258476
1278,Fiji,FJI,1987,27334302.54,7.3400103660000005,-6.615019994,380000000.0,64.43626126
1280,Ethiopia,ETH,2008,-1805740812.0,30.31167309,10.78852168,1601835000.0,36.49626809
1281,Libya,LBY,1982,-1559518065.0,,,13203000000.0,
1282,"Korea, Rep.",KOR,2004,29743400000.0,2.984103715,4.89984045,254000000000.0,62.53367807
1283,Peru,PER,1980,-101100000.0,37.92997311,5.943335397999999,3898000000.0,35.68429242
1285,Seychelles,SYC,2009,-189461793.6,27.49417926,-1.105245793,395388000.0,140.3580384
1286,Senegal,SEN,2006,-861213459.0,3.99199613,2.461570253,1593970000.0,56.2573525
1287,Thailand,THA,2003,4771810541.0,2.149450259,7.189329965,80323600000.0,102.539552
1288,Uganda,UGA,2015,-1689828994.0,5.004456542,5.187859863,2267009000.0,28.80740976
1289,Costa Rica,CRI,2000,-684555193.4,9.518621977,3.73453301,5865000000.0,81.85550059
1291,Guatemala,GTM,1989,-367100000.0,10.90889688,3.9425895189999998,1108000000.0,32.83902648
1292,Tunisia,TUN,2009,-1233748681.0,3.033112117,3.043448955,14445136000.0,77.18642146
1293,Guatemala,GTM,1991,-183700000.0,32.97505206,3.658248747,1202000000.0,32.45766827
1295,Denmark,DNK,1976,-1913896584.0,9.380027061,5.9245745670000005,9115160000.0,48.32608029
1296,Syrian Arab Republic,SYR,1998,58000000.0,-0.299401035,6.337264017000001,2890000000.0,44.63567316
1297,Nigeria,NGA,1985,2603566207.0,5.542339376,8.3228297,12548000000.0,74.20176248
1298,Thailand,THA,1993,-6354894272.0,6.49193758,8.251043122,36969000000.0,64.43176973
1299,Mali,MLI,2001,-310041011.2,4.678362083000001,15.37623946,725000000.0,49.49057899
1300,Belize,BLZ,1999,-72792094.89,-2.235684119,8.780371455,186000000.0,75.8803675
1301,Botswana,BWA,2010,-290725328.1,8.919999829,8.563631747999999,4693238000.0,80.94411332
1302,India,IND,1999,-3228022816.0,3.06839552,8.845755561,35667000000.0,18.2562404
1303,Vanuatu,VUT,1997,-19341660.93,3.1778588360000004,4.913239831,35000000.0,50.41224283
1304,Algeria,DZA,2007,30353590751.0,6.423261755,3.372875154,60163160000.0,65.04375037
1305,Grenada,GRD,1989,-36322222.22,8.996390756,3.767728162,28000000.0,47.50724801
1307,Guyana,GUY,1992,-138548000.0,13.49999925,7.8314466860000005,292000000.0,199.30413049999999
1309,Netherlands,NLD,2004,44272657040.0,1.350007739,2.030706315,357000000000.0,104.0817793
1310,Canada,CAN,2005,21931401324.0,3.147044049,3.201382137,360000000000.0,58.39839123
1311,Ecuador,ECU,2011,-399958744.5,5.662656747000001,7.868140919,22322348000.0,58.98326272
1312,Barbados,BRB,1993,81853027.2,4.639833696,0.800006677,187000000.0,37.33770379999999
1313,South Africa,ZAF,1993,2803148534.0,12.98156329,1.233519912,24222000000.0,32.91868013
1314,Saudi Arabia,SAU,1992,-17716533333.0,-0.296625785,3.987540169,50280000000.0,61.25851683
1315,Ecuador,ECU,2000,1112624808.0,-7.714066764,1.091801564,4927000000.0,47.18524084
1316,Samoa,WSM,2012,770743.3776,3.960164012,0.40210361899999997,76102000.0,52.62525119
1317,Ethiopia,ETH,1998,-332610081.6,-0.15014681900000001,-3.4581391480000003,561000000.0,26.57380704
1320,Philippines,PHL,1995,-1980000000.0,7.55087024,4.678692218999999,17502000000.0,61.84971383
1322,Benin,BEN,1994,10551783.96,35.03011278,2.020400448,398000000.0,51.88113926
1323,Poland,POL,1996,-3264000000.0,17.96235355,6.056579517,24440000000.0,38.49811872
1324,Botswana,BWA,1992,197703492.2,6.63928073,2.917070307,1742000000.0,86.89227243
1325,Sierra Leone,SLE,2006,-95019083.35,12.48606454,5.525833107,231037000.0,32.89125175
1326,Switzerland,CHE,1996,19915939191.0,0.162231876,0.540027605,79747000000.0,47.85670333
1327,St. Lucia,LCA,1993,-50170370.37,1.093814487,0.309702276,120000000.0,73.0599444
1328,Angola,AGO,1986,-303000000.0,-2.7237354160000002,2.800000008,1332000000.0,36.17328
1330,Croatia,HRV,1993,694283341.4,,,3913000000.0,
1331,"Bahamas, The",BHS,1979,-42900000.04,8.554096535,26.13929577,3786000000.0,640.463183
1332,Bolivia,BOL,1984,-177809000.0,1443.397381,-0.20067174399999999,725000000.0,19.67750435
1334,Kuwait,KWT,2007,41330130543.0,4.306788698,5.9916612460000005,62691156000.0,73.31895158
1337,Cambodia,KHM,2003,-233437993.7,1.797517596,8.505895557,2118000000.0,100.42275740000001
1338,United Kingdom,GBR,2002,-39687681071.0,2.229512302,2.457877617,280000000000.0,36.43219226
1339,Brazil,BRA,1995,-18136000000.0,93.52187915,4.4167313539999995,46506000000.0,12.8103148
1340,Cameroon,CMR,2010,-856304616.5,1.909827788,3.422507641,3878433000.0,34.46977723
1342,Malta,MLT,1999,-134413103.3,3.1472482189999997,4.719974882,1977784639.0,116.80043
1343,Panama,PAN,1994,15900000.0,3.6797453389999997,2.850147171,583000000.0,31.89436807
1344,Haiti,HTI,2014,-750652437.4,4.502751062,2.810148498,846120000.0,52.31883918
1346,Dominica,DMA,1983,-1750333.333,8.020753757,2.691695741,27000000.0,90.08341057
1347,Vietnam,VNM,1996,-2020000000.0,8.696767121,9.340017496,7255000000.0,74.61835935
1348,Argentina,ARG,1983,-2436000000.0,382.3494349,3.875123424,7836000000.0,11.86776881
1350,Bulgaria,BGR,2016,2870710000.0,2.246225402,3.941069516,25980714040.0,103.0092088
1351,Namibia,NAM,2010,-534108602.3,3.564140802,6.03924941,4025518000.0,85.0501169
1352,Belize,BLZ,2010,-45736663.04,1.137236683,3.32444222,478209469.7,84.73635064
1353,Sao Tome and Principe,STP,1987,-12978864.19,,,4000000.0,
1354,Denmark,DNK,2009,11323461379.0,0.5290228,-4.906525558,93984005062.0,55.13515904
1355,Albania,ALB,2009,-1849619252.0,2.4200474780000003,3.352610243,1090600000.0,46.8326992
1356,Cambodia,KHM,2008,-819975437.4,12.25378661,6.691577475,4708010000.0,108.3512662
1357,Chile,CHL,2012,-10705803649.0,1.130160918,5.3186279999999995,77790648000.0,59.09802931
1359,Samoa,WSM,1984,655101.8520000001,15.865640099999998,1.287558088,20000000.0,64.10201564
1360,Uganda,UGA,2009,-1048042886.0,34.02147325,6.801517348,1567614000.0,32.00515337
1361,Uganda,UGA,1994,-174200000.0,6.848497549,6.403635743,409000000.0,32.17697983
1362,Vanuatu,VUT,2000,4994539.504,2.184591316,5.922044539,26000000.0,41.54187361
1364,Belarus,BLR,1997,-859200000.0,71.64945098,11.4,7301000000.0,113.1761979
1365,Lithuania,LTU,1993,-85706585.79,,,,
1367,Portugal,PRT,1985,379982443.0,21.73455629,2.8074396719999997,5685000000.0,49.18049198
1368,Czech Republic,CZE,1996,-4127553020.0,9.973286802999999,4.222814572,22165000000.0,74.59047407
1369,Kyrgyz Republic,KGZ,2004,29275302.49,5.108425962,7.026859719,718800000.0,75.05193298
1370,Maldives,MDV,2012,-184492004.3,6.77695272,2.51738385,314400000.0,64.74658910000001
1371,"Bahamas, The",BHS,1988,-66500000.0,1.484310644,2.309707661,761000000.0,58.5187551
1372,Honduras,HND,2010,-681535579.4,4.676043295,3.731140344,6264400000.0,95.7830036
1373,Paraguay,PRY,2014,-50672570.76,5.139030954,4.722333745,9635890000.0,70.60759104
